sale_id,order_id,product_id,quantity,sale_price,total_price
127,21584,8570,3,285.19,855.5699999999999
128,16908,6544,4,878.58,3514.32
129,22204,15196,1,301.79,301.79
130,24100,1719,3,703.26,2109.7799999999997
131,6296,8652,3,304.46,913.3799999999999
132,23329,24025,1,251.31,251.31
133,16804,17436,1,420.99,420.99
134,132,13947,4,942.74,3770.96
135,23986,10300,4,829.37,3317.48
136,24632,2036,3,280.88,842.64
137,6262,12661,4,365.24,1460.96
138,12658,14581,1,610.13,610.13
139,12989,10094,1,430.35,430.35
140,21000,14980,2,872.84,1745.68
141,4743,6755,2,550.69,1101.38
142,3944,7591,2,862.74,1725.48
143,13721,10821,1,259.31,259.31
144,944,14365,2,686.41,1372.82
145,20515,24081,3,415.94,1247.82
146,5778,24223,2,110.19,220.38
147,4363,11020,4,385.02,1540.08
148,5342,16484,3,343.19,1029.57
149,21917,13151,3,325.08,975.24
150,2647,14347,2,629.18,1258.36
151,21090,13230,2,409.04,818.08
152,4563,16030,1,116.71,116.71
153,23312,23456,1,214.64,214.64
154,2566,17352,2,510.28,1020.56
155,4329,21962,3,519.29,1557.87
156,21519,22939,2,41.73,83.46
157,19997,21254,1,179.27,179.27
158,9408,8375,1,658.84,658.84
159,19178,8297,4,357.0,1428.0
160,10095,19974,3,338.29,1014.8700000000001
161,22743,16999,1,51.57,51.57
162,15992,16798,4,390.74,1562.96
163,2189,9234,2,63.4,126.8
164,5588,1319,3,286.14,858.42
165,1095,4430,2,117.82,235.64
166,4921,7103,4,838.66,3354.64
167,9216,8847,4,202.38,809.52
168,10965,13618,3,130.59,391.77
169,13852,6325,4,849.77,3399.08
170,7831,18007,3,623.77,1871.31
171,18557,14884,2,951.29,1902.58
172,7425,5849,1,628.84,628.84
173,23505,22537,1,677.86,677.86
174,17248,7269,3,364.56,1093.68
175,22727,20120,3,746.92,2240.7599999999998
176,1187,15204,4,584.38,2337.52
177,13604,14013,1,163.13,163.13
178,3598,1890,3,159.61,478.83000000000004
179,8376,2251,1,645.21,645.21
180,17470,20096,1,275.76,275.76
181,908,23804,2,546.23,1092.46
182,5735,4444,2,196.48,392.96
183,4238,21876,1,422.21,422.21
184,21694,10857,1,863.13,863.13
185,21014,5663,4,692.19,2768.76
186,10733,21092,2,489.9,979.8
187,17009,14561,1,494.03,494.03
188,24165,22397,1,390.41,390.41
189,15947,7311,3,653.97,1961.91
190,6494,18626,2,192.41,384.82
191,2747,19071,4,340.48,1361.92
192,19286,8551,4,681.27,2725.08
193,21007,10495,2,723.36,1446.72
194,24213,5106,2,886.54,1773.08
195,16495,12827,3,308.42,925.26
196,5721,23407,2,853.47,1706.94
197,14583,21059,2,824.93,1649.86
198,12109,16831,2,15.14,30.28
199,6215,9755,4,674.24,2696.96
200,8305,24480,1,768.25,768.25
201,10706,15034,3,8.94,26.82
202,5516,23971,4,496.36,1985.44
203,829,881,1,953.1,953.1
204,16431,1000,2,953.85,1907.7
205,11034,18515,3,741.75,2225.25
206,6387,2215,1,832.51,832.51
207,8648,17087,4,311.01,1244.04
208,2980,10752,3,463.76,1391.28
209,18615,4616,4,995.28,3981.12
210,5445,13913,2,808.27,1616.54
211,14295,5186,3,49.37,148.10999999999999
212,16034,22527,4,59.26,237.04
213,11003,22026,2,581.73,1163.46
214,19070,473,3,376.44,1129.32
215,11442,22130,2,239.88,479.76
216,17649,12752,4,323.52,1294.08
217,15441,8911,4,959.16,3836.64
218,10063,14279,2,324.96,649.92
219,18727,11616,3,365.03,1095.09
220,23141,7875,4,454.06,1816.24
221,21910,9089,1,165.06,165.06
222,24634,20280,2,392.39,784.78
223,3609,3883,4,648.32,2593.28
224,12563,24317,4,262.93,1051.72
225,13366,3543,2,624.81,1249.62
226,7367,10403,2,248.51,497.02
227,21506,12609,1,787.75,787.75
228,9551,7084,2,937.77,1875.54
229,2542,24570,1,447.2,447.2
230,12454,8400,2,963.71,1927.42
231,8309,19941,3,666.06,1998.1799999999998
232,16233,17197,3,713.08,2139.2400000000002
233,2391,549,2,513.78,1027.56
234,1602,1601,4,231.32,925.28
235,12148,23471,4,940.03,3760.12
236,289,11938,2,969.99,1939.98
237,24914,8213,3,842.77,2528.31
238,21625,22298,1,466.19,466.19
239,7303,10254,4,175.36,701.44
240,7896,21336,1,94.25,94.25
241,4600,9763,2,507.03,1014.06
242,1291,6390,1,308.7,308.7
243,24210,14575,1,857.52,857.52
244,14821,16957,2,546.06,1092.12
245,23937,20846,2,921.1,1842.2
246,16317,2552,1,726.68,726.68
247,21625,9063,3,454.96,1364.8799999999999
248,2037,20838,1,744.38,744.38
249,4353,23061,4,968.25,3873.0
250,8439,984,3,565.07,1695.21
251,12737,5146,1,317.53,317.53
252,23516,19631,4,374.95,1499.8
253,24396,18222,3,622.25,1866.75
254,7488,22004,4,971.93,3887.72
255,13873,10599,2,474.7,949.4
256,19152,19474,1,710.41,710.41
257,23409,19881,2,183.28,366.56
258,5063,8428,3,622.34,1867.02
259,24314,4956,4,735.22,2940.88
260,15523,2324,4,426.22,1704.88
261,18361,22397,2,638.16,1276.32
262,20649,615,2,230.92,461.84
263,16279,3314,3,462.12,1386.3600000000001
264,3664,23550,3,826.45,2479.3500000000004
265,17712,16274,1,203.65,203.65
266,18888,23666,3,93.63,280.89
267,10992,22827,3,697.94,2093.82
268,15184,4678,3,316.96,950.8799999999999
269,24440,21736,3,490.66,1471.98
270,17759,3554,2,892.37,1784.74
271,7279,3512,2,177.15,354.3
272,6748,19414,4,774.16,3096.64
273,14627,14949,3,509.16,1527.48
274,18705,16650,2,51.38,102.76
275,8879,22989,1,183.59,183.59
276,6430,5092,4,498.05,1992.2
277,756,20001,2,228.48,456.96
278,2057,9090,3,358.65,1075.9499999999998
279,3117,17232,3,694.79,2084.37
280,15425,24360,4,848.32,3393.28
281,9356,14164,2,443.58,887.16
282,14673,8923,4,511.59,2046.36
283,21153,6958,1,592.51,592.51
284,13590,911,4,173.94,695.76
285,19802,13288,4,599.49,2397.96
286,13710,5962,1,810.07,810.07
287,19673,11750,3,895.59,2686.77
288,3567,7679,1,195.13,195.13
289,21907,4241,3,857.31,2571.93
290,21811,24150,3,876.19,2628.57
291,15388,10215,1,764.08,764.08
292,22811,18446,3,820.04,2460.12
293,10748,8817,2,446.36,892.72
294,13195,6891,2,971.41,1942.82
295,2198,4508,4,719.25,2877.0
296,15513,5881,2,261.24,522.48
297,3038,14408,4,34.3,137.2
298,24339,22301,2,179.58,359.16
299,21415,15657,2,747.06,1494.12
300,3335,23745,2,862.82,1725.64
301,15609,8045,2,92.05,184.1
302,22406,7222,3,655.95,1967.8500000000001
303,24201,7369,4,372.16,1488.64
304,15990,8580,4,589.72,2358.88
305,19346,5845,3,849.55,2548.6499999999996
306,13727,23877,2,430.81,861.62
307,3782,10944,1,191.49,191.49
308,6461,11834,1,117.93,117.93
309,245,18473,1,998.45,998.45
310,24918,4602,4,768.49,3073.96
311,24585,11817,3,59.03,177.09
312,4575,20695,1,175.76,175.76
313,18454,21238,2,686.6,1373.2
314,16661,10199,4,425.7,1702.8
315,23459,20866,1,622.55,622.55
316,11007,16579,4,567.21,2268.84
317,5021,12043,3,161.26,483.78
318,19541,21756,1,442.22,442.22
319,12341,3971,1,532.51,532.51
320,13886,7242,2,441.21,882.42
321,16058,11916,4,483.55,1934.2
322,3133,20478,1,989.41,989.41
323,13143,22700,2,985.23,1970.46
324,20904,19454,3,355.76,1067.28
325,22508,6584,1,730.83,730.83
326,13394,5309,3,237.48,712.4399999999999
327,4667,21417,3,991.5,2974.5
328,769,11916,3,416.69,1250.07
329,9715,521,2,585.93,1171.86
330,19628,23833,1,384.32,384.32
331,6202,16621,3,160.83,482.49
332,10422,4973,3,158.22,474.65999999999997
333,11984,23949,1,939.69,939.69
334,24457,3213,3,554.78,1664.34
335,5913,7815,2,971.74,1943.48
336,13222,1676,4,405.85,1623.4
337,16793,19871,4,476.72,1906.88
338,4582,64,3,222.17,666.51
339,4103,20792,1,109.25,109.25
340,9552,23330,1,783.93,783.93
341,2678,20236,1,399.01,399.01
342,11811,5700,4,787.67,3150.68
343,20413,10148,3,450.41,1351.23
344,11265,3011,1,925.21,925.21
345,11668,10353,3,884.62,2653.86
346,7921,11839,2,822.08,1644.16
347,21946,10595,4,794.28,3177.12
348,11995,3895,3,659.63,1978.8899999999999
349,24513,559,2,871.47,1742.94
350,21912,6612,4,852.24,3408.96
351,18033,5849,1,216.83,216.83
352,7813,4448,2,698.4,1396.8
353,22435,707,4,835.27,3341.08
354,1910,18798,3,746.59,2239.77
355,8650,24951,4,21.95,87.8
356,7134,21751,4,619.42,2477.68
357,18328,18945,2,288.5,577.0
358,15438,23106,2,774.94,1549.88
359,6269,23796,1,741.81,741.81
360,2891,16269,2,113.25,226.5
361,8001,16466,3,337.16,1011.48
362,24236,4202,2,901.05,1802.1
363,15258,23021,3,485.8,1457.4
364,9400,14933,3,509.33,1527.99
365,3604,11202,4,207.83,831.32
366,21537,10566,2,181.96,363.92
367,23533,10947,3,71.61,214.82999999999998
368,9718,21070,4,84.37,337.48
369,3885,6175,4,179.39,717.56
370,8877,16862,3,18.94,56.82000000000001
371,23750,23105,2,994.54,1989.08
372,1804,13414,1,437.67,437.67
373,21199,1309,3,411.22,1233.66
374,10552,1063,1,588.7,588.7
375,12611,19340,2,855.97,1711.94
376,7062,21538,1,665.01,665.01
377,22438,15510,4,217.85,871.4
378,22357,17132,1,746.27,746.27
379,18475,5052,1,144.3,144.3
380,3675,16078,3,857.2,2571.6000000000004
381,21387,22586,1,734.3,734.3
382,23057,988,3,937.27,2811.81
383,2276,11451,3,875.74,2627.2200000000003
384,223,12359,3,415.86,1247.58
385,22123,126,3,894.75,2684.25
386,15757,15366,2,810.76,1621.52
387,14840,18980,1,450.02,450.02
388,3293,17184,3,696.44,2089.32
389,1329,12525,4,170.72,682.88
390,15591,20283,3,536.66,1609.98
391,8001,22007,3,58.35,175.05
392,11116,20186,1,413.84,413.84
393,525,1462,4,629.97,2519.88
394,23387,22598,4,629.35,2517.4
395,22659,16418,2,373.53,747.06
396,4308,20139,1,92.72,92.72
397,15388,21424,4,642.78,2571.12
398,18246,14898,3,89.3,267.9
399,14254,5277,1,238.15,238.15
400,302,7233,4,804.26,3217.04
401,2697,15225,1,439.47,439.47
402,22974,21832,1,999.77,999.77
403,9889,11930,2,771.4,1542.8
404,6660,4246,3,408.14,1224.42
405,5517,2157,2,114.27,228.54
406,15412,15888,4,432.02,1728.08
407,9894,3018,4,140.95,563.8
408,11566,17041,2,691.48,1382.96
409,18905,10733,1,109.5,109.5
410,18305,17736,4,943.59,3774.36
411,20842,4210,3,392.81,1178.43
412,11441,852,3,37.5,112.5
413,16915,13809,3,829.46,2488.38
414,7761,14273,4,354.65,1418.6
415,16894,15285,4,671.6,2686.4
416,7591,24684,3,864.01,2592.0299999999997
417,11454,20767,2,63.53,127.06
418,12841,9598,4,20.64,82.56
419,15508,20374,3,145.87,437.61
420,24301,4971,3,239.37,718.11
421,2135,18457,4,526.5,2106.0
422,21100,1612,2,961.15,1922.3
423,4092,21149,3,547.33,1641.9900000000002
424,312,19778,4,860.01,3440.04
425,10515,12814,3,203.61,610.83
426,1858,5426,1,893.62,893.62
427,22850,14361,3,716.03,2148.09
428,8486,17519,1,950.12,950.12
429,8743,12824,2,874.1,1748.2
430,12236,7939,1,851.01,851.01
431,24092,23119,2,77.76,155.52
432,18955,18221,3,675.5,2026.5
433,24298,22346,1,311.03,311.03
434,881,5416,1,262.11,262.11
435,9309,7722,1,455.91,455.91
436,10909,11710,2,867.94,1735.88
437,605,414,4,94.34,377.36
438,19454,16777,1,924.56,924.56
439,3048,16616,3,858.73,2576.19
440,12842,23841,3,283.47,850.4100000000001
441,6796,1943,4,342.66,1370.64
442,10242,10486,4,55.47,221.88
443,12328,3699,1,730.97,730.97
444,7270,15080,3,175.93,527.79
445,8511,17571,2,298.89,597.78
446,12961,7086,1,400.97,400.97
447,2925,17270,1,409.56,409.56
448,15278,8802,3,802.54,2407.62
449,20969,8290,2,497.51,995.02
450,15243,21600,1,60.37,60.37
451,19472,9875,1,602.54,602.54
452,264,22738,3,310.28,930.8399999999999
453,2933,1789,4,343.17,1372.68
454,8878,5745,2,210.64,421.28
455,1284,5347,4,116.17,464.68
456,10668,10672,2,259.9,519.8
457,8796,13169,3,877.46,2632.38
458,19985,21617,4,872.39,3489.56
459,20818,7068,4,945.34,3781.36
460,23045,1764,3,39.05,117.14999999999999
461,12360,18278,2,901.01,1802.02
462,8318,12283,2,364.71,729.42
463,3253,8246,4,650.33,2601.32
464,2565,22252,2,621.72,1243.44
465,3107,13300,1,175.84,175.84
466,12311,20199,3,176.24,528.72
467,17046,23080,4,217.32,869.28
468,8309,12978,2,272.44,544.88
469,1979,2821,4,372.58,1490.32
470,11074,15025,4,457.74,1830.96
471,8868,8653,2,362.32,724.64
472,23107,13647,2,591.34,1182.68
473,14364,8644,3,161.37,484.11
474,14572,17638,1,932.69,932.69
475,7127,21919,4,838.09,3352.36
476,4553,13982,4,56.56,226.24
477,21459,3906,1,464.28,464.28
478,20109,10823,3,815.61,2446.83
479,12489,15742,1,355.69,355.69
480,13893,15161,2,426.31,852.62
481,20712,285,2,995.78,1991.56
482,4894,6355,4,756.73,3026.92
483,1976,24854,2,280.59,561.18
484,5692,17905,1,567.42,567.42
485,15191,2980,1,803.69,803.69
486,13205,12729,4,283.88,1135.52
487,17264,12830,3,80.76,242.28000000000003
488,12109,2917,3,333.18,999.54
489,4138,4112,4,883.16,3532.64
490,3945,11763,2,470.53,941.06
491,6294,12701,4,599.28,2397.12
492,9311,667,3,46.1,138.3
493,6194,7238,3,243.27,729.8100000000001
494,22192,22886,4,785.84,3143.36
495,23406,22207,1,712.77,712.77
496,1463,11304,4,115.32,461.28
497,6692,14474,2,821.35,1642.7
498,19403,4182,4,534.17,2136.68
499,2845,5865,3,253.67,761.01
500,15844,11544,3,159.73,479.18999999999994
501,6754,8332,1,175.59,175.59
502,23727,18129,4,420.91,1683.64
503,6777,14180,2,876.71,1753.42
504,22578,11836,1,370.93,370.93
505,9737,354,1,652.83,652.83
506,7756,5305,4,147.04,588.16
507,7765,19092,2,68.57,137.14
508,2494,15541,3,414.08,1242.24
509,13829,13839,1,168.63,168.63
510,13319,24464,2,198.71,397.42
511,23468,17480,1,273.29,273.29
512,18301,958,3,66.2,198.60000000000002
513,3318,14039,3,801.86,2405.58
514,19955,13292,1,544.35,544.35
515,4611,19776,4,410.09,1640.36
516,5775,11484,3,334.65,1003.9499999999999
517,16979,21599,1,5.97,5.97
518,12145,14010,1,870.01,870.01
519,17155,4615,4,763.07,3052.28
520,8532,2282,2,732.41,1464.82
521,13647,12471,2,178.58,357.16
522,12902,22230,1,56.94,56.94
523,7371,12788,1,69.38,69.38
524,12686,4149,1,538.59,538.59
525,4,24726,1,637.94,637.94
526,22947,2407,1,998.21,998.21
527,18312,15445,4,524.75,2099.0
528,4420,18837,4,335.72,1342.88
529,3620,16730,2,681.37,1362.74
530,3150,22122,1,645.72,645.72
531,4780,22910,2,27.79,55.58
532,11971,15350,3,128.1,384.29999999999995
533,5625,9546,1,693.89,693.89
534,13332,4441,2,86.94,173.88
535,20296,5574,4,807.17,3228.68
536,3257,13758,2,908.26,1816.52
537,12032,9780,3,204.0,612.0
538,6199,22096,3,507.96,1523.8799999999999
539,13070,12535,3,317.98,953.94
540,24193,4292,4,523.33,2093.32
541,23097,13053,1,617.88,617.88
542,340,12284,1,16.67,16.67
543,22542,16914,4,895.92,3583.68
544,1075,14953,1,372.37,372.37
545,23900,37,3,195.88,587.64
546,18279,21067,2,36.94,73.88
547,7149,23501,4,992.74,3970.96
548,4154,21766,2,760.66,1521.32
549,9593,4129,3,458.69,1376.07
550,1915,4335,4,866.55,3466.2
551,3849,18015,4,458.85,1835.4
552,4560,23954,4,689.47,2757.88
553,10800,17809,1,957.39,957.39
554,7784,20253,2,707.71,1415.42
555,4808,12420,2,243.92,487.84
556,13212,21720,2,933.7,1867.4
557,21458,24011,2,27.1,54.2
558,19106,21720,1,920.85,920.85
559,7159,18028,1,962.31,962.31
560,7192,4492,1,96.35,96.35
561,4170,12990,2,60.71,121.42
562,11048,23199,1,839.48,839.48
563,251,1836,2,29.99,59.98
564,23877,5396,1,805.65,805.65
565,18499,18950,2,356.22,712.44
566,5345,10541,3,26.96,80.88
567,6708,18117,1,644.59,644.59
568,11047,3643,3,283.03,849.0899999999999
569,5703,6030,4,155.49,621.96
570,493,16465,1,548.91,548.91
571,1023,15695,3,33.08,99.24
572,7253,20587,3,396.45,1189.35
573,19686,24182,3,619.07,1857.21
574,15885,16826,4,727.12,2908.48
575,11639,7533,1,519.16,519.16
576,4738,10651,4,66.4,265.6
577,9726,20521,2,764.64,1529.28
578,15810,9652,2,390.69,781.38
579,9154,17588,2,184.84,369.68
580,6415,17918,4,268.45,1073.8
581,7442,16164,1,669.13,669.13
582,7237,2768,2,201.79,403.58
583,3418,946,4,92.68,370.72
584,22302,20429,1,622.95,622.95
585,2126,14845,2,647.67,1295.34
586,24709,17583,3,447.79,1343.3700000000001
587,5544,5908,4,507.48,2029.92
588,11669,9969,3,832.66,2497.98
589,23304,24136,4,341.88,1367.52
590,12038,13428,3,864.35,2593.05
591,20058,10708,4,874.2,3496.8
592,20282,24224,4,514.46,2057.84
593,19124,7814,1,21.62,21.62
594,6883,8782,3,922.79,2768.37
595,3001,24738,4,144.21,576.84
596,1883,22436,3,529.56,1588.6799999999998
597,3244,20496,2,673.87,1347.74
598,19051,7596,1,99.62,99.62
599,5701,2339,4,751.49,3005.96
600,17768,14267,2,614.98,1229.96
601,6910,2795,3,674.57,2023.71
602,4139,1338,3,158.08,474.24
603,13300,12237,2,275.5,551.0
604,12926,21275,4,306.07,1224.28
605,7459,24606,1,154.65,154.65
606,11659,1441,1,568.18,568.18
607,15666,6884,2,81.23,162.46
608,10981,18784,2,260.31,520.62
609,12645,8654,1,762.42,762.42
610,20634,19504,3,240.91,722.73
611,16737,7981,3,198.54,595.62
612,8865,11604,1,145.85,145.85
613,5271,9727,2,618.99,1237.98
614,11194,5942,3,456.76,1370.28
615,5088,22491,4,223.84,895.36
616,9097,4863,1,207.84,207.84
617,9488,3937,4,988.87,3955.48
618,24009,4586,3,71.44,214.32
619,1964,11143,4,744.94,2979.76
620,10987,6102,4,915.5,3662.0
621,16924,12057,2,448.14,896.28
622,6551,13963,3,484.21,1452.6299999999999
623,1676,20227,4,853.75,3415.0
624,18986,5829,4,19.38,77.52
625,17773,6071,1,193.82,193.82
626,10572,3500,2,715.25,1430.5
627,15561,21321,1,516.69,516.69
628,3731,13488,1,967.37,967.37
629,24033,19019,3,215.49,646.47
630,24130,7939,4,887.21,3548.84
631,7016,13896,4,999.86,3999.44
632,17977,19442,1,6.25,6.25
633,24377,24887,1,292.09,292.09
634,4716,612,4,981.32,3925.28
635,12569,16865,4,898.97,3595.88
636,8333,7383,4,101.06,404.24
637,5307,11459,4,260.8,1043.2
638,17889,23595,4,629.29,2517.16
639,21846,5760,3,251.57,754.71
640,8372,13753,3,394.67,1184.01
641,3729,13162,3,257.31,771.9300000000001
642,8371,13810,4,302.44,1209.76
643,10754,9532,4,344.42,1377.68
644,10977,14391,2,527.58,1055.16
645,15516,11336,3,780.84,2342.52
646,19418,7467,3,552.76,1658.28
647,9113,13569,2,249.71,499.42
648,1244,24383,2,657.4,1314.8
649,18655,6645,3,833.12,2499.36
650,1004,20523,3,650.97,1952.91
651,21663,21592,3,801.09,2403.27
652,9115,21981,1,451.99,451.99
653,17907,9357,3,924.72,2774.16
654,13676,19437,3,616.04,1848.12
655,14779,10426,3,712.74,2138.2200000000003
656,12033,3010,2,115.19,230.38
657,6179,2977,1,631.0,631.0
658,4449,14414,3,33.77,101.31
659,21505,7370,3,167.92,503.76
660,14241,18927,3,700.18,2100.54
661,12844,10704,2,677.51,1355.02
662,2789,7329,3,498.79,1496.3700000000001
663,19631,13935,3,659.47,1978.41
664,19407,4237,4,820.48,3281.92
665,8911,18309,4,834.89,3339.56
666,7901,13576,2,890.04,1780.08
667,12885,19371,2,890.67,1781.34
668,8978,17856,2,567.35,1134.7
669,6032,5999,2,356.18,712.36
670,20471,15097,2,5.29,10.58
671,14301,15189,4,931.6,3726.4
672,1001,6421,4,201.39,805.56
673,10939,23863,2,833.75,1667.5
674,22140,12351,2,254.47,508.94
675,5940,17213,4,325.21,1300.84
676,9653,5980,4,210.41,841.64
677,22972,24607,4,776.89,3107.56
678,6255,17484,4,438.26,1753.04
679,2825,24877,2,962.08,1924.16
680,23324,10904,4,810.68,3242.72
681,4674,1599,2,568.64,1137.28
682,11989,14253,3,784.19,2352.57
683,7499,15698,4,843.17,3372.68
684,7008,21025,1,917.52,917.52
685,4374,19215,3,84.57,253.70999999999998
686,2595,1692,4,802.16,3208.64
687,23658,6075,2,187.99,375.98
688,425,23836,4,916.56,3666.24
689,15056,9256,3,191.94,575.8199999999999
690,671,15337,2,176.24,352.48
691,20159,4428,4,496.43,1985.72
692,21819,14167,4,857.98,3431.92
693,2698,5464,4,92.25,369.0
694,18280,19981,4,64.6,258.4
695,21540,24490,1,766.15,766.15
696,11477,20564,1,840.4,840.4
697,22575,20755,4,459.62,1838.48
698,14314,13188,2,649.08,1298.16
699,5729,8218,2,133.66,267.32
700,21736,17587,3,598.53,1795.59
701,22038,6418,3,15.75,47.25
702,19870,10721,2,305.39,610.78
703,16791,8148,1,26.3,26.3
704,20340,6315,3,275.11,825.33
705,11727,19903,3,27.61,82.83
706,14127,14120,1,940.97,940.97
707,124,13335,1,883.61,883.61
708,9963,3403,3,209.66,628.98
709,7862,11067,2,917.54,1835.08
710,21210,2374,1,896.39,896.39
711,12688,5355,3,222.38,667.14
712,1188,21963,2,674.47,1348.94
713,170,19800,2,191.09,382.18
714,7130,5611,2,683.37,1366.74
715,14290,7434,4,68.35,273.4
716,10897,10219,3,860.07,2580.21
717,17712,20115,4,825.89,3303.56
718,21600,13429,4,176.01,704.04
719,21180,21153,3,442.74,1328.22
720,6567,15208,4,257.99,1031.96
721,5112,18135,1,127.64,127.64
722,15923,19888,1,18.26,18.26
723,19763,19845,2,306.15,612.3
724,24058,22117,2,938.99,1877.98
725,10871,5616,3,888.74,2666.2200000000003
726,8256,8367,3,437.21,1311.6299999999999
727,9636,3134,1,292.1,292.1
728,9127,16985,1,311.12,311.12
729,370,12109,3,707.81,2123.43
730,14902,21514,2,269.65,539.3
731,23044,2216,4,826.79,3307.16
732,23585,5134,2,362.17,724.34
733,14465,701,1,72.15,72.15
734,2773,21195,1,126.09,126.09
735,7633,4864,2,772.01,1544.02
736,4514,2058,3,771.93,2315.79
737,4637,21550,2,400.18,800.36
738,9923,18782,2,995.33,1990.66
739,13681,1975,2,223.21,446.42
740,15768,15154,1,200.28,200.28
741,10210,7916,2,529.51,1059.02
742,4703,3664,2,557.51,1115.02
743,17896,16229,2,422.21,844.42
744,23111,6779,2,578.36,1156.72
745,17245,3214,3,893.94,2681.82
