product_id,product_name,category,price,stock_quantity,created_at
46,Here,Electronics,664.21,410,2022-09-26
47,Music,Sports,315.15,42,2021-12-16
48,Operation,Electronics,522.47,702,2024-12-20
49,Half,Books,548.98,123,2023-12-01
50,Card,Home,188.93,701,2021-05-17
51,Throughout,Books,969.74,252,2022-01-30
52,Me,Electronics,776.26,973,2024-02-12
53,Stage,Sports,939.8,604,2024-06-22
54,Idea,Clothing,895.35,484,2023-03-15
55,Marriage,Clothing,599.91,213,2022-01-12
56,Anyone,Sports,922.26,830,2024-10-29
57,Whose,Clothing,93.05,714,2021-07-18
58,Boy,Books,200.0,268,2020-07-25
59,Matter,Home,50.0,667,2023-11-05
60,Life,Electronics,328.7,707,2022-05-18
61,Charge,Sports,391.73,540,2025-01-22
62,Service,Home,274.99,706,2024-10-14
63,Police,Electronics,829.59,924,2022-07-23
64,Half,Books,359.97,735,2021-07-26
65,By,Sports,284.53,619,2023-11-13
66,Republican,Books,544.98,661,2024-02-21
67,Prevent,Sports,145.22,135,2021-10-09
68,Situation,Electronics,803.19,498,2024-10-19
69,Bit,Sports,79.18,607,2024-05-26
70,Blue,Electronics,986.95,782,2023-03-12
71,Certain,Home,773.38,935,2020-10-12
72,Serious,Electronics,202.72,886,2024-05-31
73,Off,Sports,10.49,126,2025-05-28
74,Note,Home,816.38,359,2021-05-16
75,This,Books,708.32,503,2023-07-30
76,Product,Books,730.36,841,2021-12-26
77,Measure,Home,772.41,983,2024-12-27
78,Happen,Sports,78.67,318,2024-12-23
79,Hundred,Home,361.67,12,2023-03-17
80,Cause,Electronics,120.29,477,2022-11-03
81,Agent,Home,863.79,294,2021-12-09
82,Change,Sports,625.18,954,2021-02-11
83,Available,Sports,334.24,440,2022-05-10
84,Camera,Home,68.24,807,2024-12-03
85,Green,Home,314.43,854,2022-12-13
86,Soldier,Sports,328.56,516,2024-04-13
87,Write,Books,730.96,816,2021-11-13
88,Worry,Electronics,639.37,391,2020-08-19
89,Indicate,Home,887.78,316,2024-01-24
90,Hundred,Sports,474.85,680,2021-09-13
91,Level,Clothing,124.0,8,2020-09-29
92,Policy,Books,714.68,508,2024-10-04
93,Along,Books,761.98,124,2024-07-08
94,Opportunity,Home,563.47,372,2024-11-20
95,Style,Electronics,772.11,314,2021-10-05
96,Degree,Home,496.33,185,2023-10-17
97,Activity,Books,525.12,547,2023-11-18
98,Generation,Electronics,430.4,585,2023-12-13
99,Yes,Clothing,30.29,883,2020-10-11
100,Dark,Clothing,112.35,525,2021-01-16
101,Stop,Home,36.27,39,2022-04-22
102,Executive,Books,638.23,84,2023-08-15
103,Unit,Sports,317.78,21,2021-04-15
104,Military,Electronics,511.03,253,2025-01-29
105,Yard,Sports,908.03,303,2023-11-10
106,City,Home,253.05,979,2024-01-01
107,Threat,Sports,413.33,258,2023-07-21
108,View,Electronics,756.77,812,2020-07-01
109,Conference,Electronics,232.65,542,2024-10-07
110,Day,Books,81.6,983,2025-06-06
111,Action,Home,293.3,640,2024-12-08
112,Indicate,Electronics,165.42,823,2023-07-19
113,Finish,Books,930.05,552,2024-08-04
114,Price,Electronics,809.08,461,2021-05-21
115,Marriage,Clothing,635.24,609,2024-06-03
116,Anything,Electronics,872.1,224,2024-12-09
117,Personal,Books,804.65,92,2023-02-01
118,Star,Clothing,190.64,280,2024-05-09
119,Environmental,Books,893.1,170,2022-07-23
120,Their,Electronics,541.65,796,2023-05-10
121,Start,Sports,808.4,734,2024-06-16
122,Force,Home,896.61,629,2023-02-18
123,Present,Books,321.41,248,2024-03-15
124,Including,Electronics,114.5,361,2022-03-09
125,Hotel,Electronics,231.8,349,2024-08-30
126,Foreign,Electronics,429.97,866,2023-11-11
127,Reduce,Clothing,818.92,435,2023-09-29
128,Hotel,Electronics,861.43,406,2023-06-03
129,Than,Books,11.92,601,2024-03-05
130,Chair,Clothing,513.19,78,2020-11-20
131,Trouble,Clothing,420.32,458,2024-01-28
132,Face,Clothing,226.0,586,2022-01-27
133,Arrive,Sports,124.27,392,2023-11-27
134,Right,Home,340.93,14,2021-04-19
135,Society,Home,943.2,45,2024-11-17
136,Loss,Sports,326.59,38,2024-08-24
137,Wear,Clothing,521.2,416,2024-10-11
138,Need,Sports,704.5,245,2025-01-31
139,Political,Electronics,366.81,62,2021-03-28
140,Pay,Books,971.92,493,2023-09-29
141,Structure,Electronics,962.64,608,2021-09-03
142,Up,Electronics,255.52,323,2025-05-29
143,Best,Books,499.76,252,2025-05-20
144,Spend,Clothing,304.37,468,2021-02-22
145,Human,Books,288.42,61,2022-12-11
146,Civil,Clothing,41.7,781,2020-07-04
147,Kind,Home,611.52,119,2023-02-22
148,Success,Books,505.17,87,2024-07-31
149,Art,Sports,56.22,595,2024-08-17
150,Never,Books,282.25,80,2025-04-04
151,Recently,Home,908.72,228,2023-07-12
152,Six,Electronics,243.36,483,2024-12-31
153,Those,Electronics,149.17,815,2024-07-04
154,Heavy,Clothing,492.01,623,2021-12-06
155,Quality,Sports,985.72,882,2025-03-18
156,Cause,Clothing,245.84,310,2024-03-05
157,Remember,Home,673.77,583,2025-02-02
158,Mouth,Home,762.81,948,2024-02-22
159,Could,Electronics,241.45,485,2023-05-18
160,Image,Books,729.58,840,2021-05-24
161,Natural,Books,370.94,25,2023-06-05
162,Society,Home,634.14,791,2022-01-17
163,Possible,Electronics,635.36,202,2023-08-06
164,Center,Home,538.1,926,2023-06-08
165,Themselves,Electronics,94.84,225,2024-12-07
166,By,Clothing,836.13,779,2023-05-21
167,Better,Clothing,324.18,510,2022-12-02
168,Themselves,Clothing,190.59,931,2020-10-16
169,Rule,Books,45.57,795,2023-07-02
170,With,Clothing,592.94,629,2021-08-02
171,Bad,Clothing,679.18,579,2025-04-18
172,Do,Clothing,21.5,559,2021-09-15
173,Garden,Books,514.53,753,2020-08-20
174,Animal,Electronics,230.36,690,2025-04-13
175,Cultural,Home,646.95,520,2024-09-02
176,Since,Books,178.49,183,2021-03-02
177,Behavior,Books,692.48,77,2022-01-17
178,Lawyer,Electronics,389.8,426,2025-04-09
179,Environment,Sports,937.05,67,2021-10-18
180,Less,Clothing,141.83,660,2021-03-11
181,Agent,Clothing,344.36,494,2025-04-15
182,Democratic,Electronics,117.91,685,2024-12-18
183,Hot,Sports,925.07,547,2021-04-28
184,Movie,Books,877.95,77,2022-10-17
185,Benefit,Sports,261.65,916,2023-12-14
186,Nature,Books,661.68,792,2021-05-23
187,Issue,Books,818.14,697,2023-08-10
188,Position,Electronics,557.42,55,2025-02-09
189,Federal,Electronics,532.0,905,2022-06-02
190,Capital,Clothing,245.64,606,2021-12-29
191,Author,Books,97.64,473,2021-06-04
192,Voice,Sports,897.73,656,2022-06-26
193,Trip,Home,900.92,247,2024-06-30
194,Wonder,Home,634.94,439,2023-10-20
195,Official,Electronics,342.33,712,2025-05-14
196,Provide,Clothing,352.46,748,2023-08-28
197,Action,Clothing,727.33,314,2021-04-09
198,Toward,Electronics,897.62,320,2022-06-23
199,Writer,Books,887.65,220,2021-04-02
200,Strong,Electronics,780.98,844,2022-03-02
201,Word,Electronics,643.82,371,2021-12-02
202,Might,Clothing,88.72,216,2023-02-22
203,Oil,Books,165.82,49,2022-07-19
204,Standard,Home,899.06,797,2025-02-14
205,Report,Electronics,608.4,463,2024-08-29
206,Cover,Clothing,14.15,118,2023-01-18
207,Prevent,Electronics,105.96,82,2021-01-31
208,Ok,Clothing,665.18,263,2021-05-07
209,Exist,Electronics,10.04,589,2021-08-21
210,Prevent,Books,165.0,723,2023-08-04
211,Leader,Sports,550.99,496,2022-12-05
212,Top,Home,693.44,634,2023-08-20
213,Agency,Sports,653.7,837,2022-04-16
214,Lead,Books,228.15,602,2022-07-06
215,Candidate,Clothing,713.62,770,2022-10-06
216,Pressure,Sports,241.06,673,2020-12-24
217,Debate,Sports,328.77,176,2020-12-07
218,Enjoy,Books,747.76,805,2021-02-12
219,Central,Clothing,651.38,89,2021-11-10
220,Air,Books,849.98,639,2021-11-28
221,Stock,Home,659.32,985,2024-10-25
222,Create,Sports,570.47,359,2023-12-19
223,Party,Electronics,98.21,286,2024-01-07
224,Degree,Electronics,370.88,297,2024-08-20
225,Short,Books,268.88,260,2020-07-06
226,Also,Electronics,247.77,851,2024-05-30
227,Author,Books,973.15,475,2023-07-12
228,As,Sports,396.13,756,2024-11-10
229,Culture,Home,892.59,623,2022-11-25
230,So,Sports,632.98,935,2022-03-26
231,Follow,Home,795.84,536,2022-04-18
232,Task,Books,505.12,562,2021-09-28
233,Maybe,Clothing,579.02,37,2023-10-23
234,Help,Electronics,495.06,181,2023-09-07
235,Present,Books,199.27,765,2024-03-21
236,Particularly,Sports,723.84,25,2024-12-23
237,West,Sports,284.37,349,2024-01-10
238,Card,Books,29.19,637,2022-02-19
239,Serve,Home,647.24,543,2025-05-22
240,For,Home,181.23,749,2020-11-27
241,Response,Books,940.76,227,2025-06-24
242,Response,Sports,954.16,348,2020-09-10
243,Mind,Electronics,915.29,38,2024-08-24
244,School,Home,373.31,383,2025-03-27
245,Official,Clothing,20.38,570,2023-09-18
246,Letter,Electronics,928.68,236,2024-05-14
247,Though,Clothing,431.04,181,2022-04-19
248,Course,Clothing,966.82,114,2021-11-25
249,Wear,Clothing,963.8,306,2021-11-13
250,Southern,Electronics,853.74,132,2020-10-27
251,Billion,Books,297.98,348,2024-11-03
252,Foreign,Clothing,388.17,180,2025-03-21
253,Heavy,Clothing,851.88,415,2024-06-16
254,Character,Clothing,320.34,983,2024-11-04
255,Your,Home,173.65,590,2022-03-21
256,Travel,Sports,559.02,732,2024-12-09
257,Out,Sports,936.47,654,2025-04-30
258,Avoid,Sports,697.55,385,2024-10-28
259,Senior,Home,572.21,512,2022-12-29
260,Amount,Sports,101.69,43,2023-07-02
261,Hospital,Sports,616.93,480,2024-03-02
262,Smile,Electronics,990.1,118,2023-05-05
263,Whether,Sports,144.38,571,2021-04-24
264,Catch,Books,520.74,61,2025-05-28
265,Sit,Home,877.99,553,2025-06-14
266,This,Electronics,742.06,786,2023-07-08
267,Republican,Electronics,698.53,188,2024-10-27
268,Anything,Books,703.97,453,2025-06-16
269,Hear,Sports,362.69,847,2020-08-05
270,Protect,Electronics,297.12,187,2024-04-23
271,Likely,Electronics,810.31,938,2020-08-21
272,Throw,Clothing,811.06,464,2022-11-17
273,Consumer,Sports,867.74,740,2021-02-12
274,Agree,Books,913.67,164,2023-07-21
275,Control,Books,513.79,424,2022-11-01
276,Ask,Home,504.01,798,2021-08-21
277,Political,Sports,799.3,102,2024-02-27
278,Nothing,Books,651.71,983,2022-12-19
279,Concern,Clothing,703.46,267,2025-03-23
280,Central,Books,796.81,636,2022-04-21
281,Talk,Electronics,890.56,153,2022-02-01
282,City,Electronics,341.31,429,2023-04-22
283,Ok,Books,378.71,691,2022-03-28
284,Fill,Books,98.51,427,2020-07-06
285,Nothing,Sports,580.39,578,2024-04-17
286,Direction,Home,40.76,611,2023-08-02
287,Everything,Sports,468.27,943,2021-09-14
288,Someone,Home,544.93,536,2021-07-01
289,Certainly,Sports,290.11,333,2024-11-22
290,Character,Clothing,592.88,761,2023-04-25
291,Town,Electronics,35.35,677,2021-06-14
292,Toward,Books,42.16,896,2025-01-04
293,Such,Home,823.49,440,2023-03-15
294,Information,Sports,363.39,606,2023-03-18
295,Under,Clothing,131.43,971,2021-03-05
296,Step,Home,524.63,855,2020-10-27
297,Start,Clothing,771.14,124,2021-08-17
298,Class,Books,219.74,302,2021-01-16
299,Employee,Home,624.78,668,2022-03-25
300,Reduce,Sports,89.92,349,2024-04-19
301,Audience,Electronics,56.42,249,2022-10-01
302,Office,Electronics,533.7,948,2021-12-04
303,Big,Electronics,542.93,271,2025-02-06
304,Usually,Clothing,639.24,429,2025-03-25
305,Concern,Sports,727.46,570,2020-11-06
306,Behind,Home,975.97,707,2024-12-18
307,Tonight,Electronics,518.72,713,2021-04-20
308,Some,Sports,326.34,584,2024-12-06
309,Certain,Books,796.21,247,2022-12-05
310,Key,Clothing,274.48,481,2024-07-30
311,Network,Electronics,441.78,98,2022-03-23
312,Contain,Sports,83.06,329,2021-11-19
313,Program,Clothing,30.22,593,2022-11-17
314,When,Clothing,962.84,425,2024-12-16
315,Door,Clothing,836.8,577,2020-08-05
316,Item,Home,697.49,424,2020-09-21
317,Within,Electronics,411.91,5,2022-11-23
318,In,Sports,177.43,990,2021-01-09
319,Station,Home,160.65,459,2024-05-18
320,Talk,Sports,253.99,796,2021-06-02
321,Machine,Electronics,551.48,806,2021-07-28
322,Sit,Sports,716.02,593,2022-05-08
323,Month,Clothing,661.9,498,2024-01-08
324,Subject,Clothing,283.53,87,2024-07-31
325,Himself,Electronics,955.09,402,2023-01-02
326,Contain,Clothing,739.21,293,2025-03-17
327,Stuff,Sports,556.58,923,2024-07-11
328,Do,Clothing,613.66,281,2022-05-08
329,Baby,Home,422.5,197,2023-12-19
330,Which,Sports,251.49,764,2021-04-28
331,Hour,Home,359.19,83,2025-05-24
332,Occur,Home,759.06,27,2024-11-08
333,Me,Clothing,19.32,845,2023-03-17
334,Understand,Sports,120.49,694,2022-03-16
335,Nothing,Home,50.77,135,2023-09-08
336,Again,Electronics,45.53,90,2022-10-05
337,International,Books,856.18,206,2024-04-26
338,Too,Electronics,705.14,27,2021-07-06
339,Thought,Home,476.8,378,2022-09-19
340,A,Electronics,102.34,571,2020-10-12
341,Plant,Clothing,494.16,584,2023-03-21
342,Sing,Clothing,476.1,415,2020-07-02
343,Stage,Home,177.34,227,2024-06-02
344,As,Books,436.68,603,2023-10-12
345,Without,Books,401.51,68,2024-09-21
346,Husband,Electronics,617.77,362,2021-01-29
347,Take,Home,636.92,260,2023-04-04
348,Almost,Clothing,50.08,658,2022-08-02
349,Thing,Home,377.74,63,2022-08-20
350,Rest,Sports,627.73,855,2024-06-03
351,Series,Clothing,505.62,992,2022-09-24
352,Citizen,Electronics,857.21,972,2022-10-08
353,Agree,Clothing,660.4,692,2022-02-07
354,Tax,Sports,167.12,980,2024-05-12
355,Understand,Books,75.22,623,2021-07-08
356,Term,Electronics,644.21,703,2022-11-08
357,Employee,Books,31.38,941,2021-06-17
358,Commercial,Electronics,587.85,908,2020-10-11
359,Reflect,Electronics,940.53,392,2021-11-01
360,Democratic,Home,577.6,246,2021-01-23
361,Ago,Clothing,391.23,278,2021-01-09
362,Wind,Clothing,645.07,347,2020-11-21
363,Husband,Clothing,460.96,937,2024-03-12
364,Because,Home,547.89,372,2021-03-18
365,Drive,Sports,941.76,809,2025-01-05
366,There,Clothing,389.17,849,2023-12-23
367,Now,Home,961.38,123,2021-06-24
368,Attorney,Sports,905.82,57,2024-05-18
369,Finally,Clothing,199.81,160,2023-11-05
370,Land,Electronics,74.01,127,2024-09-01
371,Girl,Books,105.27,737,2020-12-30
372,Various,Clothing,23.13,607,2022-09-11
373,Already,Home,98.97,311,2022-07-13
374,Possible,Clothing,684.59,518,2025-03-27
375,Program,Clothing,75.83,935,2021-08-08
376,Data,Electronics,322.38,265,2024-03-30
377,Go,Home,845.65,746,2020-08-02
378,Fact,Sports,28.16,288,2021-05-29
379,Modern,Clothing,815.4,420,2021-12-17
380,Protect,Books,285.45,896,2024-10-24
381,Purpose,Books,122.57,528,2023-06-20
382,Indeed,Sports,698.25,140,2023-12-24
383,Fact,Sports,630.8,809,2023-12-08
384,Case,Home,878.08,707,2022-10-23
385,Out,Sports,736.4,698,2021-07-07
386,Rate,Books,804.46,987,2021-08-12
387,Career,Electronics,285.62,475,2023-07-01
388,Either,Books,181.55,905,2021-04-12
389,Laugh,Clothing,751.86,637,2020-10-16
390,Life,Electronics,807.8,529,2021-10-23
391,Himself,Books,990.55,878,2020-11-11
392,Guess,Books,415.55,389,2024-11-08
393,Image,Books,375.16,511,2024-01-27
394,Cost,Home,777.53,538,2020-09-30
395,Too,Books,344.1,213,2022-08-26
396,One,Sports,931.1,897,2024-11-19
397,Scene,Home,859.12,513,2020-12-31
398,And,Sports,431.85,803,2022-11-08
399,Can,Books,752.12,265,2022-12-30
400,World,Home,755.77,343,2023-03-04
401,Present,Sports,107.61,38,2021-10-17
402,Manager,Clothing,903.04,233,2024-04-20
403,Skin,Books,507.73,260,2023-02-01
404,Prevent,Home,827.33,308,2022-07-28
405,Section,Home,323.45,403,2024-10-12
406,Four,Books,896.05,997,2020-12-04
407,Certain,Sports,392.26,261,2024-09-29
408,Off,Books,15.78,476,2021-12-22
409,Just,Books,905.86,750,2020-07-16
410,Five,Electronics,95.83,106,2020-07-15
411,Memory,Sports,322.72,247,2023-08-15
412,Line,Electronics,950.31,304,2023-03-01
413,Rise,Books,950.85,343,2022-02-02
414,Keep,Books,575.57,447,2025-01-24
415,Senior,Home,633.68,38,2022-10-20
416,Here,Books,451.2,820,2021-04-28
417,Cold,Books,296.74,855,2021-05-30
418,Sometimes,Clothing,332.02,46,2024-07-24
419,Include,Home,674.16,722,2024-02-11
420,This,Sports,753.61,605,2022-10-09
421,Couple,Books,792.62,220,2023-12-15
422,During,Clothing,790.67,256,2021-11-15
423,Return,Sports,95.75,137,2022-06-24
424,Radio,Home,496.95,231,2022-03-15
425,Thing,Electronics,62.27,818,2024-06-21
426,Hundred,Books,551.78,714,2022-12-21
427,Upon,Home,444.32,578,2023-09-21
428,Summer,Electronics,888.27,973,2025-06-10
429,Treat,Clothing,354.16,38,2022-12-04
430,State,Clothing,121.48,155,2024-08-29
431,Yeah,Electronics,147.28,503,2024-07-10
432,Sometimes,Home,762.7,105,2023-10-13
433,Different,Clothing,620.13,255,2022-06-22
434,Wear,Home,105.62,404,2023-05-21
435,Foot,Clothing,88.69,488,2024-03-27
436,Yes,Home,702.46,958,2022-09-02
437,Hot,Home,77.4,458,2021-05-23
438,Strong,Sports,822.75,528,2021-02-26
439,Story,Clothing,707.71,591,2023-02-27
440,Guy,Electronics,85.94,525,2021-01-07
441,Spring,Books,89.41,370,2020-12-24
442,Free,Books,986.71,102,2021-12-03
443,Decision,Clothing,377.4,916,2023-09-07
444,Make,Electronics,373.79,664,2023-05-30
445,Interesting,Clothing,813.74,690,2024-12-04
446,Yard,Electronics,947.51,903,2021-09-25
447,Create,Sports,986.07,599,2023-02-15
448,Mission,Clothing,754.61,600,2022-10-14
449,Detail,Home,379.38,541,2024-01-31
450,Though,Clothing,88.08,512,2021-09-25
451,Series,Electronics,778.26,389,2024-06-04
452,Task,Books,560.61,363,2025-04-24
453,Long,Sports,427.1,931,2022-10-12
454,Baby,Clothing,906.82,833,2022-06-05
455,Professional,Sports,115.64,612,2023-08-10
456,North,Clothing,495.16,115,2023-12-29
457,Do,Home,16.3,722,2023-01-11
458,Fight,Books,471.32,966,2023-06-18
459,People,Clothing,61.02,343,2025-03-10
460,Same,Clothing,123.22,74,2023-09-23
461,Doctor,Clothing,121.94,135,2022-11-11
462,Continue,Clothing,650.96,940,2020-09-16
463,Each,Books,747.31,968,2023-09-16
464,Artist,Books,585.45,781,2021-11-21
465,Product,Clothing,962.36,862,2021-07-24
466,Think,Electronics,378.0,978,2022-11-23
467,Reflect,Electronics,289.28,590,2020-11-24
468,Firm,Home,869.26,971,2022-10-22
469,Company,Sports,227.48,380,2023-07-24
470,Choice,Electronics,963.41,490,2021-10-17
471,Sea,Electronics,17.09,125,2022-09-19
472,Hot,Books,970.03,38,2023-11-10
473,Provide,Clothing,47.94,781,2024-05-18
474,Rise,Home,891.69,310,2025-01-24
475,Say,Books,530.06,106,2021-09-17
476,All,Sports,993.0,556,2024-05-04
477,Stay,Electronics,78.43,225,2022-03-02
478,Left,Clothing,556.09,242,2022-07-28
479,Science,Books,969.46,397,2020-09-14
480,Glass,Electronics,525.48,153,2021-09-02
481,Prevent,Home,631.25,536,2023-07-26
482,White,Home,697.27,636,2023-09-19
483,Ground,Electronics,457.27,797,2022-08-26
484,Baby,Electronics,629.42,996,2021-04-16
485,Away,Home,586.39,966,2023-06-01
486,Child,Books,901.65,402,2023-09-22
487,Range,Electronics,50.22,860,2022-11-13
488,Religious,Electronics,284.56,773,2023-07-20
489,Join,Clothing,950.66,146,2022-03-22
490,None,Books,890.81,191,2021-05-03
491,Idea,Electronics,458.38,893,2022-02-14
492,Manager,Electronics,622.03,677,2022-07-11
493,Many,Home,280.99,583,2021-10-22
494,Perform,Books,192.18,951,2022-04-04
495,Drop,Books,466.38,201,2021-03-16
496,Bag,Clothing,356.59,867,2024-07-12
497,Fine,Clothing,585.74,12,2021-02-27
498,Hand,Sports,82.35,52,2020-12-21
499,Career,Home,974.52,953,2022-10-18
500,Effort,Books,986.28,768,2022-01-19
501,Suggest,Clothing,699.67,302,2020-10-27
502,Than,Clothing,538.42,872,2023-07-31
503,Base,Clothing,312.98,300,2021-08-21
504,Traditional,Books,814.73,999,2020-09-21
505,Sport,Home,686.31,920,2023-05-02
506,Protect,Sports,166.8,521,2022-08-17
507,Really,Home,911.37,140,2023-12-26
508,Data,Electronics,823.42,100,2023-10-27
509,Home,Electronics,950.05,485,2024-03-17
510,South,Clothing,727.09,137,2023-10-18
511,Southern,Clothing,615.35,871,2022-12-15
512,Wish,Books,421.15,366,2025-01-11
513,National,Books,933.06,884,2024-11-24
514,Poor,Clothing,866.73,534,2023-11-02
515,Purpose,Clothing,49.99,507,2024-12-30
516,Image,Home,31.24,657,2021-10-07
517,Life,Sports,379.58,161,2024-08-05
518,Race,Electronics,811.5,761,2021-05-15
519,Resource,Electronics,987.34,175,2023-05-13
520,Career,Clothing,154.66,88,2022-01-30
521,Wife,Home,596.16,399,2024-07-24
522,Kid,Home,383.99,989,2021-03-14
523,Design,Electronics,970.06,480,2022-12-13
524,Resource,Sports,842.91,545,2022-09-04
525,Start,Home,839.14,477,2021-12-18
526,Born,Books,471.35,783,2021-10-24
527,One,Sports,417.75,283,2023-01-14
528,Benefit,Electronics,277.04,738,2024-03-18
529,Section,Sports,61.09,957,2023-12-25
530,Special,Books,865.4,452,2023-09-18
531,Record,Sports,813.84,624,2021-11-14
532,Between,Clothing,999.72,82,2022-06-10
533,Like,Sports,996.65,213,2021-12-29
534,Quite,Sports,557.65,816,2022-11-15
535,Think,Home,770.14,520,2025-01-27
536,Back,Sports,945.04,134,2020-10-29
537,Culture,Electronics,850.4,447,2023-06-30
538,Road,Books,251.11,118,2022-03-14
539,Baby,Home,453.29,596,2022-10-26
540,Environmental,Books,133.51,770,2021-10-30
541,Theory,Books,954.28,243,2024-08-10
542,If,Clothing,608.14,749,2024-04-01
543,Feel,Electronics,232.5,150,2022-05-13
544,Without,Home,673.34,886,2022-06-12
545,Friend,Clothing,620.04,533,2021-09-13
546,Away,Sports,361.37,646,2022-03-19
547,Perhaps,Books,117.99,379,2023-08-08
548,Church,Home,673.22,608,2024-08-24
549,Against,Clothing,522.71,966,2021-11-19
550,Fine,Books,773.46,525,2023-09-16
551,City,Clothing,522.56,513,2022-10-01
552,Eight,Sports,852.92,662,2020-12-05
553,Your,Home,554.15,117,2023-01-03
554,Reflect,Electronics,563.13,664,2022-11-06
555,Artist,Electronics,877.27,576,2021-08-23
556,Measure,Sports,406.47,937,2022-09-15
557,College,Sports,138.35,990,2024-05-26
558,Spring,Electronics,33.64,662,2023-06-22
559,Race,Electronics,756.36,317,2021-09-18
560,Why,Home,622.21,876,2023-11-02
561,Book,Books,705.56,12,2023-07-31
562,Population,Home,216.9,90,2023-06-18
563,Traditional,Electronics,140.69,388,2021-11-11
564,Paper,Clothing,19.47,83,2025-06-08
565,Must,Electronics,353.83,976,2022-08-02
566,Break,Books,591.97,762,2023-02-19
567,Early,Books,395.28,896,2021-02-18
568,Now,Clothing,440.29,396,2021-10-02
569,He,Home,904.64,545,2023-05-28
570,Notice,Electronics,351.51,661,2021-03-23
571,List,Electronics,516.42,640,2022-12-19
572,Country,Electronics,784.73,100,2023-08-18
573,Would,Home,399.56,457,2022-04-19
574,Other,Home,623.98,999,2024-07-18
575,Budget,Electronics,863.05,874,2022-03-14
576,Expect,Books,949.77,328,2023-09-15
577,Usually,Clothing,151.34,724,2025-04-21
578,Population,Sports,926.95,74,2021-11-29
579,Main,Clothing,494.66,96,2021-12-18
580,Treatment,Clothing,261.95,92,2023-12-20
581,Inside,Electronics,461.84,330,2022-02-07
582,May,Electronics,980.13,840,2022-02-04
583,Peace,Home,495.16,948,2022-03-19
584,Raise,Books,332.11,175,2023-02-01
585,Movie,Books,635.23,737,2025-04-07
586,Thousand,Books,243.94,315,2023-10-21
587,Southern,Clothing,80.48,687,2020-08-19
588,Inside,Electronics,133.24,568,2024-03-31
589,Finally,Clothing,132.41,497,2021-11-09
590,Democrat,Home,156.14,269,2024-01-29
591,Attention,Sports,143.13,428,2022-10-09
592,Series,Electronics,642.67,35,2023-10-05
593,Fish,Electronics,185.97,119,2024-04-24
594,Couple,Home,348.94,371,2020-11-16
595,Rise,Electronics,897.3,925,2020-07-11
596,Partner,Electronics,476.59,568,2022-09-17
597,Each,Sports,669.22,901,2024-08-23
598,Heavy,Electronics,176.46,451,2024-04-16
599,Arrive,Sports,196.33,309,2022-06-24
600,Open,Clothing,45.66,357,2021-06-27
601,Crime,Sports,173.09,376,2021-10-12
602,Five,Books,282.2,828,2020-12-15
603,Use,Books,181.13,105,2025-06-11
604,Improve,Books,93.26,390,2021-11-01
605,Protect,Home,125.03,176,2021-06-14
606,New,Books,463.47,106,2024-03-31
607,Tv,Books,210.3,592,2025-06-16
608,Tax,Home,367.45,163,2022-11-18
609,All,Electronics,505.9,914,2022-11-18
610,Role,Books,691.94,267,2022-11-14
611,Hear,Sports,44.12,563,2025-02-18
612,Raise,Books,800.41,889,2024-06-02
613,Anything,Home,629.76,279,2021-03-19
614,Deal,Sports,86.35,303,2024-03-03
